id,industry,role_type,keywords,weight,created_at
7ec75d53-12c4-4f2a-86f4-5e8b1f3ed458,Logistics/Supply Chain,Procurement Specialist,"[""Cost Reduction"",""TCO Analysis"",""Supplier Auditing"",""Quality Requirements""]",medium,2026-02-16 22:56:43.218561+00
7ee9090b-ad4c-4714-b22b-fa90b8f07c7d,Defense/Aerospace,Intelligence Officer,"[""Targeting"",""SIGINT"",""GEOINT"",""HUMINT"",""Threat Assessment"",""Battle Damage Assessment""]",high,2026-02-16 22:56:43.218561+00
7f9d31e2-8d56-44d7-be8c-02a346444848,Finance/Banking,Bank Manager,"[""Staff Management"",""Training"",""Performance Reviews"",""Regulatory Compliance"",""Audit Preparation""]",high,2026-02-16 22:56:43.218561+00
7fec2c6b-7bc9-43e5-b86d-c775b4269059,Environmental,Water Treatment Operator,"[""Water Treatment"",""Wastewater"",""Disinfection"",""Filtration"",""Chemical Feed"",""Lab Testing"",""SCADA"",""Compliance"",""Sampling"",""Reporting"",""Safety"",""Pumps"",""Valves"",""Maintenance"",""Permits""]",critical,2026-02-18 14:03:12.64537+00
803e6992-f4cd-4db2-a850-97f34273e4be,Education,Curriculum Developer,"[""Curriculum Design"",""Instructional Design"",""Learning Objectives"",""Backward Design"",""Standards Alignment""]",critical,2026-02-16 22:56:43.218561+00
80aedf7b-4f09-4106-9b4b-e1ac5d546e48,Healthcare,Medical Records,"[""Training"",""Policy Development"",""Committee Support"",""Regulatory Updates""]",low,2026-02-16 22:56:43.218561+00
80b66c82-1e3e-47b2-95f5-5f0d61e5d548,Government,Cybersecurity Specialist GS,"[""RMF"",""NIST 800-53"",""FISMA"",""FedRAMP"",""STIG"",""eMASS"",""ATO"",""POA&M"",""Security Controls"",""Continuous Monitoring"",""DISA"",""Audit"",""Vulnerability Management"",""Incident Response"",""Compliance""]",important,2026-02-18 14:03:12.64537+00
80dd244f-353c-42e9-a7c9-4ef19c7ce456,Healthcare,Clinical Research,"[""Grant Writing"",""Budget Management"",""Vendor Oversight"",""Site Monitoring""]",low,2026-02-16 22:56:43.218561+00
8240b409-c4e4-408a-984d-f74b81aeeda9,Finance,Compliance Officer,"[""Regulatory Compliance"",""AML"",""KYC"",""BSA"",""FINRA"",""SEC"",""SOX"",""Risk Assessment"",""Audit"",""Policy"",""Training"",""Monitoring"",""Reporting"",""Internal Controls"",""Investigations""]",important,2026-02-18 14:03:12.64537+00
8260e9f6-04e1-42c2-8b98-5f9e9baa9fbc,Retail/Hospitality,Customer Service Manager,"[""Zendesk"",""Salesforce Service Cloud"",""Genesys"",""Workforce Management"",""Training""]",high,2026-02-16 22:56:51.40283+00
8349e905-0bfe-4b83-badf-5678b693178f,Telecommunications,Field Technician,"[""Safety"",""OSHA"",""Fall Protection"",""CDL"",""Customer Service""]",medium,2026-02-16 22:56:51.40283+00
83daac23-5a6f-4a9c-b473-ac118d27f114,Finance/Banking,Treasury,"[""Treasury Management Systems"",""Kyriba"",""SAP Treasury"",""Wire Transfers"",""Cash Forecasting""]",high,2026-02-16 22:56:43.218561+00
84338ec0-10c8-4ad7-87f3-0b857a85edc4,Manufacturing,Process Engineer,"[""Minitab"",""Python"",""Data Analysis"",""Automation"",""Robotics"",""PLC Programming""]",medium,2026-02-16 22:56:43.218561+00
84835cdb-6a3e-4787-b6f3-85b4e833c20b,Healthcare,Occupational Therapist,"[""Cognitive Rehabilitation"",""Sensory Integration"",""Splinting"",""Work Hardening"",""Ergonomic Assessment""]",high,2026-02-16 22:56:51.40283+00
85121fe4-e631-4f0b-b75d-d25e54d42e93,Manufacturing,Safety Manager,"[""Auditing"",""Regulatory Compliance"",""Emergency Response"",""Fire Prevention"",""Hazcom""]",medium,2026-02-16 22:56:43.218561+00
862727d3-aaf6-4830-8256-396f5420af57,Manufacturing,Industrial Engineer,"[""AutoCAD"",""Minitab"",""Excel"",""Process Mapping"",""Capacity Analysis"",""Line Balancing""]",high,2026-02-16 22:56:43.218561+00
8686fe72-287b-4ab2-bd68-3d6decdbfb01,Finance/Banking,Wealth Manager,"[""Wealth Management"",""Portfolio Management"",""Asset Allocation"",""High Net Worth"",""Financial Planning"",""CFA""]",critical,2026-02-16 22:56:51.40283+00
86e112cc-5d25-4c8d-a351-c5c625e46fb6,Technology,Cloud Architect,"[""AWS"",""Azure"",""GCP"",""Terraform"",""CloudFormation"",""Multi-cloud"",""Serverless"",""Lambda"",""S3"",""VPC"",""IAM"",""Cost Optimization""]",high,2026-02-16 22:56:43.218561+00
870dd177-42ec-416c-a20e-3414854675f7,Technology,AI Engineer,"[""Machine Learning"",""Deep Learning"",""NLP"",""Computer Vision"",""Python"",""TensorFlow"",""PyTorch"",""LLM"",""RAG"",""Fine-Tuning"",""MLOps"",""Data Pipeline"",""GPU"",""Model Evaluation"",""Deployment""]",important,2026-02-18 14:03:12.64537+00
88d46594-4c00-4912-80fe-c5cedf3f6075,Healthcare,Healthcare Administrator,"[""Community Relations"",""Board Reporting"",""Grant Management"",""Fundraising""]",low,2026-02-16 22:56:43.218561+00
89210c70-4c5d-4cb6-9427-464f39729488,Technology,Full Stack Developer,"[""Docker"",""CI/CD"",""Git"",""AWS"",""Heroku"",""Vercel"",""Serverless""]",medium,2026-02-16 22:56:43.218561+00
893095ca-14e9-4776-bfaa-60b001c3d598,Aviation,Flight Operations Manager,"[""Flight Operations"",""Scheduling"",""Dispatch"",""Safety Management System"",""FAA"",""Operations Specifications"",""Crew Scheduling"",""Aircraft Tracking"",""NOTAM"",""Weather"",""Fuel Planning"",""Regulatory Compliance"",""Emergency Response"",""CASS"",""Charter""]",critical,2026-02-18 14:03:12.64537+00
89a9cf91-43c7-42cc-a377-a888ca5c3aa2,Retail/Hospitality,District Manager,"[""Cross-functional Partnership"",""Corporate Initiatives"",""Change Management""]",low,2026-02-16 22:56:51.40283+00
89ee95c9-d218-4ae9-934f-649414a50a1f,Defense/Aerospace,Program Manager,"[""Business Development"",""Proposal Management"",""ITAR"",""Export Control""]",low,2026-02-16 22:56:43.218561+00
8a1442c0-e312-42d7-a751-6a806dfbd813,Government/Federal,Procurement Specialist,"[""Federal Procurement"",""FAR"",""Simplified Acquisition"",""Purchase Card"",""Micro-Purchase"",""Market Research""]",critical,2026-02-16 22:56:43.218561+00
8a57239a-8924-41b6-8197-e37799880793,Manufacturing,Plant Manager,"[""Community Relations"",""Succession Planning"",""Organizational Development""]",low,2026-02-16 22:56:43.218561+00
8acdb8b9-6e73-4e85-8fdc-5a9357c11cc5,Healthcare,Medical Technician,"[""Phlebotomy"",""Specimen Processing"",""Laboratory Equipment"",""Quality Control"",""CLIA"",""HIPAA"",""Infection Control""]",critical,2026-02-16 22:56:43.218561+00
8b2be8d9-36c6-494c-8774-b87c629acd71,Education,Student Success Coach,"[""Academic Coaching"",""Retention"",""Student Engagement"",""Goal Setting"",""Motivational Interviewing"",""Case Management"",""Early Alert"",""Tutoring"",""Study Skills"",""Time Management"",""Referrals"",""FERPA"",""Advising"",""Outcomes"",""Reporting""]",important,2026-02-18 14:03:12.64537+00
8bc5f36b-67da-4e1a-b892-907598ddd7f8,Education,School Administrator,"[""School Leadership"",""Budget Management"",""Staff Supervision"",""Curriculum Oversight"",""Student Achievement"",""Data-Driven Decision Making""]",critical,2026-02-16 22:56:43.218561+00
8bd62f56-1118-4cb8-b168-7267066472ce,Construction,Superintendent,"[""Construction Superintendent"",""Project Scheduling"",""Crew Management"",""Quality Control"",""Safety Management"",""Budget Control""]",critical,2026-02-16 22:56:51.40283+00
8c0cd87a-f05f-4041-a352-e8ab29f6745a,Finance/Banking,Wealth Manager,"[""Alternative Investments"",""Tax Optimization"",""Estate Planning"",""Trust Services"",""Bloomberg""]",high,2026-02-16 22:56:51.40283+00
8c2c9c04-7554-4d66-b6fe-4c3dbdc67ad7,Finance/Banking,Compliance Officer,"[""Regulatory Compliance"",""AML"",""KYC"",""BSA"",""SOX"",""Dodd-Frank"",""FINRA"",""SEC"",""OFAC""]",critical,2026-02-16 22:56:43.218561+00
8da0a741-96f2-4b67-b5ad-1e1bdcda3af7,defense,cybersecurity,"[""Cybersecurity"",""NIST"",""RMF"",""FISMA"",""SIEM"",""Splunk"",""Vulnerability Assessment"",""Penetration Testing"",""Incident Response"",""CISSP"",""Security+"",""CCNA"",""STIGs"",""ATO"",""eMASS"",""Security Clearance""]",critical,2026-02-15 17:46:34.592483+00
8db06bc6-122f-4667-a7ed-a911fba8758c,Human Resources,HRIS Analyst,"[""HRIS"",""Workday"",""SAP SuccessFactors"",""ADP"",""UKG"",""Reporting"",""Data Analysis"",""System Configuration"",""Testing"",""Integrations"",""Workflows"",""Security"",""Compliance"",""Training"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
8dbbb812-9399-4f31-a139-11f0b7a3cacb,Logistics/Supply Chain,Warehouse Manager,"[""Budget Management"",""Training"",""Performance Reviews"",""Continuous Improvement""]",low,2026-02-16 22:56:43.218561+00
8e0d6d43-6c9b-470c-9a37-495a75785621,Defense/Aerospace,Satellite Operations,"[""Satellite Operations"",""TT&C"",""Orbit Determination"",""Space Situational Awareness"",""Ground Segment""]",critical,2026-02-16 22:56:51.40283+00
8e5cab37-8f72-42b0-92a6-2351e922d6a5,Finance,Treasury Analyst,"[""Cash Management"",""Liquidity"",""Forecasting"",""Banking Relations"",""Foreign Exchange"",""Debt Management"",""Investment"",""Working Capital"",""Payment Processing"",""Treasury Management Systems"",""Wire Transfers"",""Reconciliation"",""Interest Rate Risk"",""Credit Facilities"",""Financial Analysis""]",important,2026-02-18 14:03:12.64537+00
8e881908-d447-4959-b63c-6fc845c9211c,Healthcare,Emergency Medical Technician,"[""Emergency Response"",""Patient Assessment"",""CPR"",""AED"",""Trauma"",""Airway Management"",""Vital Signs"",""Transport"",""Documentation"",""Communication"",""Triage"",""Equipment"",""Protocols"",""HIPAA"",""Teamwork""]",critical,2026-02-18 14:03:12.64537+00
8f1d4063-99c1-4fd9-90e2-5ef6c9f90201,Healthcare,Medical Technician,"[""Hematology"",""Chemistry"",""Urinalysis"",""Microbiology"",""Blood Banking"",""Point-of-Care Testing""]",high,2026-02-16 22:56:43.218561+00
8f5191c7-70e7-4c11-9160-ffd40eb4e2a4,Technology,Cybersecurity Analyst,"[""Security Awareness Training"",""Compliance Reporting"",""Audit Support"",""Vendor Risk Management""]",low,2026-02-16 22:56:43.218561+00
8f8038f2-f6c1-49d9-aa0a-5453ee56dec2,Education,Academic Advisor,"[""Career Counseling"",""Crisis Intervention"",""Referral Services"",""Multicultural Competency""]",medium,2026-02-16 22:56:43.218561+00
9047177e-a434-439e-bca4-40c206e17407,Technology,UX Designer,"[""User Research"",""Wireframing"",""Prototyping"",""Figma"",""Usability Testing"",""Design Thinking"",""User Flows"",""Information Architecture"",""Interaction Design"",""Accessibility"",""A/B Testing"",""Persona"",""Journey Map"",""Design System"",""Heuristic Evaluation""]",important,2026-02-18 14:03:12.64537+00
904a8403-0cc3-4aba-9b00-1193ed5588ee,Manufacturing,Production Manager,"[""Lean Manufacturing"",""Six Sigma"",""Production Planning"",""Scheduling"",""Inventory Management"",""KPIs"",""OEE"",""Throughput""]",critical,2026-02-16 22:56:43.218561+00
9081c82f-03ef-49fc-9f16-50ee37181741,Manufacturing,Industrial Engineer,"[""Cost Analysis"",""Productivity Improvement"",""Automation"",""Material Handling""]",medium,2026-02-16 22:56:43.218561+00
90ae49d7-3482-45ad-bd86-58646de2752e,Retail/Hospitality,Hotel Manager,"[""Hotel Operations"",""Revenue Management"",""Guest Satisfaction"",""Front Office"",""Housekeeping"",""F&B""]",critical,2026-02-16 22:56:51.40283+00
90cf1882-128d-449f-82fb-bf158fd7d8c9,Healthcare,Medical Technician,"[""Training"",""SOPs"",""Inventory Management"",""Safety Protocols""]",low,2026-02-16 22:56:43.218561+00
90df5fbf-242f-4409-b942-733dfc5476c8,Logistics/Supply Chain,Warehouse Manager,"[""Warehouse Operations"",""WMS"",""Inventory Control"",""Receiving"",""Shipping"",""Pick/Pack"",""Cycle Counting""]",critical,2026-02-16 22:56:43.218561+00
91cbd49d-a02a-4c84-99c1-b42fcd159bc4,Education,Curriculum Developer,"[""LMS"",""SCORM"",""Multimedia Content"",""Accessibility"",""Universal Design for Learning""]",medium,2026-02-16 22:56:43.218561+00
9319a083-1ae1-4a87-af92-90bec1a901b6,Consulting,Operations Consultant,"[""Change Management"",""Training"",""Sustainability"",""Digital Operations""]",low,2026-02-16 22:56:43.218561+00
93428fcd-3914-4695-b1f5-5ecc572e8b6c,Defense/Aerospace,Avionics Engineer,"[""Avionics"",""DO-178C"",""DO-254"",""MIL-STD-1553"",""ARINC 429"",""Flight Software""]",critical,2026-02-16 22:56:43.218561+00
93458354-4ccc-4a8b-931f-ec571010d5b2,Marketing/Communications,Brand Manager,"[""Trade Marketing"",""Shopper Marketing"",""Innovation Pipeline"",""Consumer Testing""]",medium,2026-02-16 22:56:43.218561+00
9380d604-e334-4b49-8f40-cfa85106d298,Technology,QA Engineer,"[""Test Automation"",""Selenium"",""Cypress"",""API Testing"",""Performance Testing"",""CI/CD"",""JIRA"",""Test Planning"",""Regression Testing"",""Agile"",""Python"",""JavaScript"",""SQL"",""Bug Tracking"",""Quality Assurance""]",critical,2026-02-18 14:03:12.64537+00
942529e8-fe44-4fc8-84fc-c96dadfe3f23,Retail/Hospitality,District Manager,"[""New Store Openings"",""Remodels"",""Market Analysis"",""Competitive Intelligence""]",medium,2026-02-16 22:56:51.40283+00
948185fc-bd52-4045-b0f4-330cd8329ab5,Defense/Aerospace,Weapons Systems Specialist,"[""Training Development"",""Field Support"",""Depot Liaison"",""Modification Kits""]",low,2026-02-16 22:56:43.218561+00
948adf91-3c14-4869-beb4-67b22cf6ca23,Technology,Machine Learning Engineer,"[""Distributed Training"",""Model Optimization"",""A/B Testing"",""Experiment Tracking"",""Feature Store""]",medium,2026-02-16 22:56:43.218561+00
94ef312e-af43-4856-95fb-30a680c748c6,Government,Intelligence Analyst,"[""Intelligence Analysis"",""All-Source"",""SIGINT"",""HUMINT"",""OSINT"",""Threat Assessment"",""Briefing"",""Analytical Writing"",""Critical Thinking"",""Geospatial"",""Targeting"",""Collection Management"",""Pattern Analysis"",""Security Clearance"",""Counterintelligence""]",critical,2026-02-18 14:03:12.64537+00
950d6f41-5697-454e-a077-078c7e476ac5,Logistics/Supply Chain,Inventory Control Specialist,"[""SOPs"",""Training"",""Process Improvement"",""Reporting""]",low,2026-02-16 22:56:43.218561+00
953c26c3-fb10-4485-a967-5a7c45f258b1,Healthcare,Registered Nurse,"[""BLS"",""ACLS"",""Patient Care"",""Triage"",""Medication Administration"",""IV Therapy"",""Electronic Health Records"",""HIPAA"",""Care Plans"",""Patient Assessment""]",critical,2026-02-16 22:56:43.218561+00
954bdad4-83d7-464b-8ac0-5a0e2a849b87,Cybersecurity,Threat Intelligence Analyst,"[""Threat Intelligence"",""MITRE ATT&CK"",""IOC"",""TTP"",""OSINT"",""Dark Web"",""Threat Hunting"",""Reporting"",""Malware"",""APT"",""Geopolitical"",""Vulnerability"",""CTI Platform"",""Stakeholder Briefing"",""Attribution""]",critical,2026-02-18 14:03:12.64537+00
95e9e139-c701-4130-a4d2-d1c5d681f81c,Energy/Utilities,Power Plant Operator,"[""Training"",""SOPs"",""Shift Supervision"",""Equipment Inspection""]",low,2026-02-16 22:56:43.218561+00
9626ab95-4843-406b-943d-cbe12c1977fc,Energy/Utilities,Electrical Engineer,"[""Power Systems"",""Circuit Design"",""Protection and Control"",""Substation Design"",""Transmission"",""Distribution""]",critical,2026-02-16 22:56:43.218561+00
9631f092-3278-4639-82f5-64e9e9caf671,Hospitality,Banquet Manager,"[""Banquet Operations"",""Event Setup"",""BEO"",""Floor Plan"",""Staffing"",""Food and Beverage"",""Client Relations"",""Budget"",""AV"",""Decor"",""Timeline"",""Vendor Coordination"",""Quality"",""Safety"",""Revenue""]",critical,2026-02-18 14:03:12.64537+00
963c92d5-d957-4eac-b0d5-7cfe59439476,Technology,Data Scientist,"[""Python"",""R"",""Machine Learning"",""TensorFlow"",""SQL"",""Statistics"",""Deep Learning"",""NLP"",""Data Mining"",""Pandas"",""Scikit-learn""]",critical,2026-02-16 22:56:43.218561+00
9674de0a-ab2a-4611-b1e3-b91037cd9390,Finance/Banking,Compliance Officer,"[""Compliance Management Systems"",""Regulatory Filings"",""Consent Orders"",""Remediation""]",medium,2026-02-16 22:56:43.218561+00
96adefa5-485c-46f9-b7f0-b8828c9b6693,Manufacturing,Production Manager,"[""ERP"",""SAP"",""Oracle"",""MRP"",""Capacity Planning"",""Workforce Management"",""Shift Management""]",high,2026-02-16 22:56:43.218561+00
96fd42d8-a295-4184-9bc3-911731514a65,Energy/Utilities,Power Plant Operator,"[""SCADA"",""DCS"",""PLC"",""Electrical Distribution"",""Heat Rate"",""Emissions Monitoring""]",high,2026-02-16 22:56:43.218561+00
97584e51-7399-4720-8493-0bcdd0b48b37,Cybersecurity,Penetration Tester,"[""Kali Linux"",""Burp Suite"",""Metasploit"",""OWASP"",""Web Application Testing"",""Network Penetration Testing"",""Social Engineering"",""Report Writing"",""Vulnerability Assessment"",""Python"",""Nmap"",""Exploitation"",""Remediation"",""Risk Assessment"",""Compliance""]",critical,2026-02-18 14:03:12.64537+00
97ae5e53-86b1-4182-9827-be8ff8b75c85,Real Estate,Facilities Manager,"[""Facilities Management"",""Space Planning"",""HVAC"",""Building Automation"",""Energy Management"",""Vendor Management"",""Budget"",""Capital Projects"",""OSHA"",""Fire Safety"",""ADA"",""Maintenance"",""Work Orders"",""CMMS"",""Sustainability""]",critical,2026-02-18 14:03:12.64537+00
9857df16-336f-403b-a6a7-47eeed744b9e,Healthcare,Physician Assistant,"[""Patient Education"",""Chronic Disease Management"",""Preventive Care"",""Follow-Up Care"",""Telemedicine""]",medium,2026-02-16 22:56:43.218561+00
98b7c913-b273-4b55-9926-14e99316cea5,Defense/Aerospace,Weapons Systems Specialist,"[""Technical Manuals"",""Safety Procedures"",""Maintenance"",""Calibration"",""Integration Testing""]",high,2026-02-16 22:56:43.218561+00
991ddf2f-370e-4170-b88a-b6bcc31f0e0d,Manufacturing,Lean Manufacturing Specialist,"[""ROI Analysis"",""Project Management"",""Cross-functional Teams"",""Benchmarking""]",low,2026-02-16 22:56:43.218561+00
9963ad2f-6fb7-4d8a-ada1-fb9f835cf0e5,Government/Federal,Intelligence Analyst,"[""Foreign Language"",""Cultural Awareness"",""Writing"",""Critical Thinking"",""Analytic Tradecraft""]",low,2026-02-16 22:56:43.218561+00
99ca27fd-6ad7-4ba2-9721-125283bbc450,Manufacturing,Industrial Engineer,"[""Time Study"",""Work Measurement"",""Layout Design"",""Material Flow"",""Simulation"",""Ergonomics"",""Capacity Planning"",""Line Balancing"",""Waste Reduction"",""Standard Work"",""Value Engineering"",""Cost Analysis"",""Lean"",""Kaizen"",""5S""]",critical,2026-02-18 14:03:12.64537+00
99fbf827-05c7-4cea-9b9f-07664507975e,Defense/Aerospace,Weapons Systems Specialist,"[""Weapons Systems"",""Armament"",""Fire Control"",""Guided Munitions"",""Ballistics"",""Ordnance""]",critical,2026-02-16 22:56:43.218561+00
9a0f0612-27eb-4751-8705-1f05fb564c85,Government/Federal,Policy Analyst,"[""Public Speaking"",""Facilitation"",""Consensus Building"",""Program Evaluation""]",low,2026-02-16 22:56:43.218561+00
9a276cd8-4e32-4f45-aa02-78b98875501a,Logistics/Supply Chain,Warehouse Manager,"[""RF Scanners"",""Barcode"",""Forklift Operations"",""OSHA"",""Safety"",""Labor Management""]",high,2026-02-16 22:56:43.218561+00
9a2872bc-61e7-46d9-8096-c8513205f5de,Finance/Banking,Risk Analyst,"[""Regulatory Reporting"",""CCAR"",""DFAST"",""Model Validation"",""Risk Appetite""]",medium,2026-02-16 22:56:43.218561+00
9a29e238-65eb-4942-a8b7-9572604caaff,Consulting,Management Consultant,"[""Client Engagement"",""Workshop Facilitation"",""Executive Presentations"",""Hypothesis-Driven"",""MECE""]",medium,2026-02-16 22:56:43.218561+00
9b8ca5b9-ea02-44cc-bad5-267de27fb5a0,Education,Training Specialist,"[""Training Design"",""Facilitation"",""Needs Assessment"",""Adult Learning Theory"",""Kirkpatrick Model"",""Blended Learning""]",critical,2026-02-16 22:56:43.218561+00
9bfb6966-d41b-45a8-b339-48069c2804dc,Law Enforcement,Crime Analyst,"[""Crime Analysis"",""GIS"",""CompStat"",""Data Analysis"",""Statistics"",""Mapping"",""Pattern Analysis"",""Report Writing"",""Intel"",""Bulletins"",""Forecasting"",""Database"",""NIBRS"",""UCR"",""Presentations""]",critical,2026-02-18 14:03:12.64537+00
9c18c931-2abf-4aa0-9178-140dbca9169e,Defense/Aerospace,Test Engineer,"[""LabVIEW"",""MATLAB"",""Python"",""Test Automation"",""Data Acquisition"",""Instrumentation""]",high,2026-02-16 22:56:43.218561+00
9c22cfb8-1db5-4a58-a66b-c4d0d6d174c1,Government/Federal,Project Manager (Federal),"[""Agile"",""JIRA"",""MS Project"",""Budget Management"",""Contract Oversight"",""IPT""]",high,2026-02-16 22:56:43.218561+00
9d12b1ac-77ac-4622-8dfd-e3e0138bfffc,Education,Academic Advisor,"[""Student Information Systems"",""Banner"",""PeopleSoft"",""DegreeWorks"",""FERPA""]",high,2026-02-16 22:56:43.218561+00
9d2475ee-7e20-4e57-9fb8-ec872193a2cd,Education,Teacher,"[""IEP"",""State Standards"",""Common Core"",""Formative Assessment"",""Summative Assessment"",""Progress Monitoring""]",high,2026-02-16 22:56:43.218561+00
9e2f6d1d-1987-4d92-b5a6-f2d9f0cf26be,Retail/Hospitality,Merchandiser,"[""Visual Merchandising"",""Planograms"",""Product Placement"",""Inventory Management"",""Sales Analysis""]",critical,2026-02-16 22:56:51.40283+00
9f0e7797-2e5a-477e-a379-c424dc92e2f9,Marketing/Communications,SEO Specialist,"[""Reporting"",""Competitor Analysis"",""Local SEO"",""International SEO""]",low,2026-02-16 22:56:43.218561+00
9f3e83ab-4b5d-4f96-9723-89b9ccd93562,Nonprofit,Program Director,"[""Program Management"",""Grant Writing"",""Fundraising"",""Community Outreach"",""Volunteer Management"",""Budget"",""Impact Measurement"",""Stakeholder Engagement"",""Board Relations"",""Strategic Planning"",""Advocacy"",""Partnership Development"",""Reporting"",""Compliance"",""Donor Relations""]",critical,2026-02-18 14:03:12.64537+00
9f7f897f-d070-49ee-9871-a692bfbf65e6,Marketing/Communications,PR Specialist,"[""Public Relations"",""Media Relations"",""Press Releases"",""Crisis Communications"",""Media Monitoring"",""Spokesperson""]",critical,2026-02-16 22:56:43.218561+00
9fc0ceb8-d94c-44de-a2b1-9aa2cfb9037c,Technology,Database Administrator,"[""SQL"",""PostgreSQL"",""MySQL"",""Oracle"",""MongoDB"",""Database Optimization"",""Backup and Recovery"",""Replication"",""Performance Tuning""]",high,2026-02-16 22:56:43.218561+00
a034ed5f-1e71-4abe-91a4-1a86b6798c11,Healthcare,Physical Therapist,"[""Orthopedic Rehabilitation"",""Neurological Rehabilitation"",""Sports Medicine"",""Post-Surgical"",""Aquatic Therapy""]",high,2026-02-16 22:56:43.218561+00
a12c76ed-e9c3-4744-a39d-c3d6d516799a,Finance/Banking,Bank Manager,"[""Branch Operations"",""Sales Management"",""Customer Service"",""Loan Origination"",""Deposit Growth"",""Revenue Targets""]",critical,2026-02-16 22:56:43.218561+00
a18348ea-acfe-473a-9ea7-dd2e72b09d48,Defense/Aerospace,Intelligence Officer,"[""Intelligence Operations"",""All-Source Analysis"",""Collection Management"",""ISR"",""TS/SCI"",""SAP""]",critical,2026-02-16 22:56:43.218561+00
a1855e1d-55f9-4706-a0a9-995d5d6c7907,Technology,Machine Learning Engineer,"[""TensorFlow"",""PyTorch"",""Scikit-learn"",""MLOps"",""Feature Engineering"",""Model Deployment"",""Computer Vision"",""NLP""]",critical,2026-02-16 22:56:43.218561+00
a2351001-2b17-45b5-92d7-e592b43ea157,Retail/Hospitality,Hotel Manager,"[""Community Relations"",""Sustainability"",""Renovation Projects"",""Owner Relations""]",low,2026-02-16 22:56:51.40283+00
a2609b50-1fdb-4ff3-945d-9b9efb90fcb7,Technology,Cybersecurity Analyst,"[""SIEM"",""Penetration Testing"",""Vulnerability Assessment"",""Incident Response"",""Firewall"",""IDS/IPS"",""SOC"",""CompTIA Security+"",""CISSP"",""Network Security""]",critical,2026-02-16 22:56:43.218561+00
a2bca563-86c9-4ef2-94b6-fd87d1a86cba,Energy,Wind Technician,"[""Wind Turbine"",""Maintenance"",""Inspection"",""Troubleshooting"",""Electrical"",""Mechanical"",""Hydraulic"",""LOTO"",""Heights"",""Safety"",""Gearbox"",""Generator"",""Blades"",""SCADA"",""Condition Monitoring""]",critical,2026-02-18 14:03:12.64537+00
a2dd2c9d-14bc-4d24-9702-b5f857d4c8b9,Government/Federal,Intelligence Analyst,"[""Intelligence Community Directives"",""ODNI"",""Counterintelligence"",""Counterterrorism""]",medium,2026-02-16 22:56:43.218561+00
a3acbb0c-0ae5-4e1a-8647-b313071a5f9d,Government,Program Manager,"[""Program Management"",""Federal Acquisition"",""FAR"",""DFARS"",""PMP"",""Earned Value Management"",""Stakeholder Management"",""Risk Management"",""Budget Management"",""Contract Management"",""DoD"",""OMB"",""Compliance"",""Milestone Tracking"",""Schedule Management""]",critical,2026-02-18 14:03:12.64537+00
a3dd7cf6-f00a-4f9f-a118-0418eaeb9d32,Defense/Aerospace,Logistics Analyst,"[""Provisioning"",""Technical Manuals"",""Training Development"",""LSAR"",""GEIA-STD-0007""]",high,2026-02-16 22:56:43.218561+00
a4451653-cde7-457d-bab4-14ebc4e0d1b1,Healthcare,Dental Hygienist,"[""Dental Prophylaxis"",""Periodontal Assessment"",""X-Rays"",""Patient Education"",""Infection Control"",""Scaling""]",critical,2026-02-16 22:56:51.40283+00
a48ee515-0265-4de7-be81-276ae2837d86,Consulting,HR Consultant,"[""HRIS"",""Workday"",""SAP SuccessFactors"",""ADP"",""Change Management""]",medium,2026-02-16 22:56:43.218561+00
a594ef97-7141-4405-aebf-a55d31fbb748,Healthcare,Dental Hygienist,"[""Eaglesoft"",""Dentrix"",""Digital Radiography"",""Sealants"",""Fluoride Treatment""]",high,2026-02-16 22:56:51.40283+00
a5c81af6-2058-4f72-a6da-b6001601bcab,Technology,Blockchain Developer,"[""Blockchain"",""Solidity"",""Smart Contracts"",""Web3"",""Ethereum"",""DeFi"",""NFT"",""Cryptography"",""Distributed Systems"",""Node.js"",""React"",""Testing"",""Security Audit"",""Tokenomics"",""Documentation""]",important,2026-02-18 14:03:12.64537+00
a5caf517-1a9e-4ed6-adab-e6725cce118a,Government,Grants Manager,"[""Grant Management"",""Federal Grants"",""OMB Circular"",""Compliance"",""Budget"",""Reporting"",""SAM"",""Grants.gov"",""Audit"",""Financial Management"",""Performance Metrics"",""Program Evaluation"",""Monitoring"",""Documentation"",""Regulations""]",critical,2026-02-18 14:03:12.64537+00
a5d3f944-cc25-4482-9b0f-ce6c10161fb9,Defense/Aerospace,Mission Planning Specialist,"[""Briefing"",""Debriefing"",""After-Action Review"",""Lessons Learned"",""Risk Mitigation""]",medium,2026-02-16 22:56:43.218561+00
a5d7ba2e-650d-47de-92b3-c28721d30ee3,Logistics/Supply Chain,Supply Chain Analyst,"[""SQL"",""Python"",""Tableau"",""Power BI"",""SAP"",""Statistical Analysis"",""Modeling""]",high,2026-02-16 22:56:43.218561+00
a6179153-371d-47a6-942f-7465bda2fd10,Technology,Software Engineer,"[""Code Review"",""Unit Testing"",""Integration Testing"",""Debugging"",""Performance Optimization"",""Scalability""]",medium,2026-02-16 22:56:43.218561+00
