id,military_phrase,civilian_phrase,branch,category,context_notes,created_at
92902835-005f-4f92-9496-2292404a99d0,phone tree,emergency communication cascade,general,Operations,,2026-02-18 14:03:12.64537+00
9291fad2-bbb1-4640-9ca6-69dc7f07f5d3,stood up a new unit,established a new department / launched a new team,general,leadership,,2026-02-18 01:13:54.18454+00
93498af6-52b8-4526-8dda-e7bb9867e45a,access control,facility access control management,general,security,,2026-02-15 17:47:32.616746+00
93da5ea3-c83c-4ceb-b494-8c74ae941692,safety investigation board,incident investigation committee,general,Safety,,2026-02-18 14:03:12.64537+00
940e7791-04a5-4720-9409-c45b2587069e,frocked to,given acting authority at higher level,navy,admin,,2026-02-15 17:47:32.616746+00
949c2567-ae91-4d72-951d-d8b789490007,consistently exceeded expectations,routinely surpassed performance targets,general,performance,,2026-02-18 01:13:54.18454+00
95948200-1631-45f6-a75f-d8e9587f3d35,intelligence preparation of the battlefield,comprehensive environmental analysis / market intelligence,general,intel,,2026-02-18 01:13:54.18454+00
95b2fa44-c69e-40aa-92ea-8cd0d8783c81,danger tag,lockout/tagout safety tag,navy,technical,,2026-02-15 17:47:32.616746+00
95f523e7-f5d4-4dcd-9685-c7193179408c,medical readiness,workforce health compliance / occupational health readiness,general,medical,,2026-02-18 01:13:54.18454+00
9799de75-ef7a-4037-af02-4abcd6be0fdc,attended SLC,completed senior supervisor leadership course,army,training,,2026-02-15 17:48:35.249974+00
9841de16-4f3f-44a9-96be-19bf575c10b1,equipment readiness rate,equipment availability percentage,general,Equipment,,2026-02-18 14:03:12.64537+00
9872702f-ecd1-48e7-9358-a7cf0a5653ff,maintained the watch,ensured continuous operational coverage,navy,operations,,2026-02-15 17:47:32.616746+00
98742a22-a80e-4eb3-b521-194b0c4b72c5,unified the effort,aligned cross-functional teams toward common goals,general,Leadership,,2026-02-18 14:03:12.64537+00
98b67d01-4390-43f5-b63e-b6adeb7c4518,range qualified,certified in equipment operation and safety,general,Training,,2026-02-18 14:03:12.64537+00
98c1c7a7-53cf-4ac4-8666-b132d7ef75d1,supply chain management,supply chain management,general,logistics,,2026-02-15 17:47:32.616746+00
98e40da8-c7b1-4782-a243-67ab11a9a0b3,safety petty officer,department safety coordinator,navy,Safety,,2026-02-18 14:03:12.64537+00
98e8e5cc-4d03-435b-b09f-cbb7b52176e3,COOL program participant,enrolled in civilian credentialing program,general,Training,,2026-02-18 14:03:12.64537+00
98fb0fcd-1910-4d25-a657-afbe8c42f608,served as adjutant,served as chief administrative officer,general,leadership,,2026-02-18 01:13:54.18454+00
98feb2db-7617-4401-856f-d9f15f876507,tag-out procedures,lockout/tagout safety procedures,navy,technical,,2026-02-15 17:47:32.616746+00
99604a00-8b5b-429f-a220-b9578aaf28ab,brief sheet,one-page summary document,general,Communication,,2026-02-18 14:03:12.64537+00
996b5347-b726-48de-83b3-c7d6a317dd28,Class IV supplies,construction materials,general,Equipment,,2026-02-18 14:03:12.64537+00
99bc4c29-feb7-444f-83ac-652433815a32,logistics support area,supply and distribution center,general,logistics,,2026-02-18 01:13:54.18454+00
99c016c6-58df-4345-ba61-825cf85669bd,led joint operations,managed cross-functional initiatives,general,leadership,,2026-02-18 01:13:54.18454+00
99ee392e-9f1c-4c53-a25b-ca17021423cd,maintenance turnaround,aircraft servicing cycle / turnaround time,general,aviation,,2026-02-18 01:13:54.18454+00
9a4de68f-76b1-4c26-8bca-4f2589cbb7c7,requisition,purchase order or supply request,general,Equipment,,2026-02-18 14:03:12.64537+00
9a5795a3-d4f9-4be0-9726-bfddae5ae37c,gas free engineering,atmospheric testing and safety certification,navy,Safety,,2026-02-18 14:03:12.64537+00
9a6fa4ce-c787-4071-b38e-d1959bdfc87c,served as XO,served as deputy director/chief operating officer,navy,leadership,,2026-02-15 17:47:32.616746+00
9a9a8b7c-225b-4482-84bb-85954ade6e3c,board qualified,passed comprehensive oral qualification examination,general,training,,2026-02-15 17:48:35.249974+00
9ab18b37-836d-4d71-8f00-3a2d2812fed5,the finest Senior Chief I have served with,the most exceptional senior manager in my career,navy,performance,,2026-02-15 17:48:35.249974+00
9add58e9-20ba-4480-ba01-65a951c91355,permanent change of station,organizational transfer/relocation,general,admin,,2026-02-15 17:48:35.249974+00
9b33e4ab-2103-4d13-96df-ff90d7bab59b,general quarters drill,full-scale emergency response exercise,navy,training,,2026-02-15 17:47:32.616746+00
9b3fedbf-e966-4d6f-a57b-58031d03e5f0,convoy operations,coordinated fleet movement operations,army,Operations,,2026-02-18 14:03:12.64537+00
9b463bff-7b7c-4030-b234-2407a7f520a3,command fitness leader,unit physical fitness program coordinator,navy,Medical,,2026-02-18 14:03:12.64537+00
9bc51e32-c320-4527-b871-9a86840d7b00,supported TSTA/FEP,supported multi-phase operational readiness training,navy,training,,2026-02-15 17:48:35.249974+00
9bf1ba4a-9fab-4e4b-a77c-27424ddaec80,awarded Army Commendation Medal,received superior performance award,army,admin,,2026-02-15 17:47:32.616746+00
9c399322-fa2f-4a84-9035-2c4c11a51a96,advanced to,promoted to,general,admin,,2026-02-15 17:47:32.616746+00
9c557f66-09be-4f1f-bad5-dc727719e947,served as 3M work center supervisor,served as maintenance section supervisor,navy,technical,,2026-02-15 17:48:35.249974+00
9cd49848-f0ef-4843-9167-8d8fd7f4bea9,conducted inventories,performed asset accountability audits,army,admin,,2026-02-15 17:48:35.249974+00
9cd844bf-ec51-4850-beca-b23b97abd30c,EAOS,end of active obligated service date,navy,Admin,,2026-02-18 14:03:12.64537+00
9d3bf6c1-e683-40e1-a9fd-e6bbcf7b0584,brought to bear,leveraged all available resources,general,Performance,,2026-02-18 14:03:12.64537+00
9d444f81-f566-4c08-89d0-8fd14fd7e230,watch team supervisor,shift operations supervisor,navy,operations,,2026-02-15 17:47:32.616746+00
9d6a907c-0fe2-49bb-a310-f35701bff437,served as BN training NCO,served as organization training manager,army,training,,2026-02-15 17:48:35.249974+00
9daa27a5-ac83-4f66-aa0d-466964ee9610,SAPR victim advocate,confidential victim support specialist,general,Admin,,2026-02-18 14:03:12.64537+00
9dbbe81f-5912-473f-a324-7d7fb06cee50,risk management framework,cybersecurity risk management framework / NIST compliance,general,cyber,,2026-02-18 01:13:54.18454+00
9dc0d39d-40f2-43b1-a52d-d96f169c1149,CONUS,domestic United States,general,Operations,,2026-02-18 14:03:12.64537+00
9e4a8a70-8479-434f-b94b-0618cc297133,briefed the CO,briefed senior executive leadership,navy,communication,,2026-02-15 17:47:32.616746+00
9e62a8c5-b952-4f44-a57a-1d59d10b2789,dual-hatted,served in dual roles simultaneously,general,Training,,2026-02-18 14:03:12.64537+00
9ed63efb-80ec-49a7-9421-3e44df589ee2,completed SOS,completed company-grade officer professional school,usaf,training,,2026-02-15 17:48:35.249974+00
9fd5ddda-2676-4d06-94d7-11768cc9e2c3,affirmative,yes or confirmed,general,Communication,,2026-02-18 14:03:12.64537+00
a01ac73d-d8f8-499f-b891-a18d7b8bfcbc,general court-martial,formal felony-level legal proceeding,general,legal,,2026-02-18 01:13:54.18454+00
a0ea29f3-bff7-4528-8e2b-49fa54855f71,annual training requirements,annual compliance and certification requirements,general,training,,2026-02-18 01:13:54.18454+00
a1aaaeb6-81af-4bc6-84f5-5683339b7716,briefed the XO,briefed deputy director/COO,navy,communication,,2026-02-15 17:47:32.616746+00
a230f65f-8bc0-41c8-a932-615c0997b9d5,mass casualty drill,mass casualty emergency response exercise,general,Safety,,2026-02-18 14:03:12.64537+00
a2a31b56-bd72-4e93-93da-377bfab47599,COMSEC custodian,communications security custodian,general,security,,2026-02-15 17:47:32.616746+00
a35a40b0-8587-4970-aaa5-590e2c11997d,attached to,temporarily assigned to,general,admin,,2026-02-15 17:48:35.249974+00
a37d9b8c-c861-4a47-bab6-59486e2f7ee5,Class III supplies,fuel and lubricants,general,Equipment,,2026-02-18 14:03:12.64537+00
a411b9f9-0eae-419b-9186-56e641d977ac,held the watch,maintained oversight / served as duty manager,general,leadership,,2026-02-18 01:13:54.18454+00
a42552a7-8fac-471a-b955-4f9096eca86f,humanitarian assistance operations,disaster relief and humanitarian aid operations,general,operations,,2026-02-18 01:13:54.18454+00
a4bd74c3-3254-4712-8921-4ed35e88cad1,top performer in division,ranked as top performer in department,general,performance,,2026-02-15 17:48:35.249974+00
a5257a6f-af2e-4c6b-b124-f16b8ae1cd37,100% accountability,maintained complete asset accountability,general,performance,,2026-02-15 17:47:32.616746+00
a5323270-0e70-4e8f-8127-84dfe0d67939,overmanned,staffed above authorized level,general,Admin,,2026-02-18 14:03:12.64537+00
a54e4db0-b4ac-4673-ad66-a922a77203ed,HAZMAT program,hazardous materials management program,general,Safety,,2026-02-18 14:03:12.64537+00
a5d703f5-c099-401c-92b1-19e87dcbd62e,command sponsorship,employee sponsorship / relocation assistance,general,admin,,2026-02-18 01:13:54.18454+00
a5f1fd70-ba3d-4b46-9e4a-0807ba67965a,earned Ranger tab,completed elite small unit leadership course,army,training,,2026-02-15 17:48:35.249974+00
a63b5f9d-f80f-4919-86f4-efd54cab148c,TM,technical manual or equipment documentation,army,Equipment,,2026-02-18 14:03:12.64537+00
a63be0c4-09e6-4358-aede-b12f5bcf240e,operations center management,command center management / operations hub oversight,general,operations,,2026-02-18 01:13:54.18454+00
a6ba9a3a-da39-48c5-af1d-200cb68f11aa,AFFF system,aqueous film-forming foam fire suppression system,navy,technical,,2026-02-15 17:48:35.249974+00
a6cc6209-a944-4196-b39c-3374ac2216f0,unmatched performance,top-tier performance among peers,general,Performance,,2026-02-18 14:03:12.64537+00
a6ff943a-4a65-4966-b882-9c9ce8c0f61f,served as PQS coordinator,served as certification and qualification program manager,navy,training,,2026-02-15 17:48:35.249974+00
a71ad1c9-14c1-4c56-af82-607ac907607a,trained the next generation,developed the talent pipeline,general,Leadership,,2026-02-18 14:03:12.64537+00
a74d060e-8375-455f-a940-7ca03be6aeb2,entrusted with,selected to manage,general,Leadership,,2026-02-18 14:03:12.64537+00
a79fcb2b-d82b-4086-b689-8461145b9faf,indications and warnings,early warning indicators / predictive analysis,general,intel,,2026-02-18 01:13:54.18454+00
a7ba5f8a-5f74-4f9d-99d7-6ba0941070f0,stood up a command,established a new organization,general,Operations,,2026-02-18 14:03:12.64537+00
a801a47b-3d62-4772-bfec-f3c1bd7b789f,processed out-processing checklist,completed employee offboarding checklist,general,admin,,2026-02-18 01:13:54.18454+00
a8277378-9917-4ef0-a23a-5ef6206e03cc,moved the needle,produced measurable improvement,general,Performance,,2026-02-18 14:03:12.64537+00
a86b33aa-c3ba-4500-be23-b8927d529f5f,GQ,general quarters emergency readiness drill,navy,Safety,,2026-02-18 14:03:12.64537+00
a87aa72b-8577-4e26-903e-937fd6b093c3,served as section chief,served as team supervisor for 10-20 personnel,usaf,leadership,,2026-02-15 17:48:35.249974+00
a8c6d7d8-2cbc-4fb5-abd3-54151a5851aa,fleet returnee,experienced operational professional returning from field assignment,navy,operations,,2026-02-15 17:48:35.249974+00
a996153c-4bfd-4d9b-b102-73026505fd70,set the tone,established organizational standards,general,Leadership,,2026-02-18 14:03:12.64537+00
aa91acee-d577-46e7-932b-25a3d227bac1,qualified as OOD,certified as senior operations shift supervisor,navy,operations,,2026-02-15 17:47:32.616746+00
aab8de97-4686-4a5c-a2d0-c4276f3b4bb7,eval/fitrep,annual performance review,navy,Admin,,2026-02-18 14:03:12.64537+00
aac98e23-bc38-4749-becc-ac4f392f44ac,talking points,prepared key messages for discussion,general,Communication,,2026-02-18 14:03:12.64537+00
aadc0a3e-8b12-420d-96b6-478f4e187cf9,completed Corporals Course,completed first-line supervisor course,usmc,training,,2026-02-15 17:48:35.249974+00
ab09882d-14dd-42ed-a566-f3fb723be4db,completed Advanced Course,completed senior supervisor course,usmc,training,,2026-02-15 17:48:35.249974+00
ab6a32a0-a1ca-4013-bec1-ee76a62f583c,duty roster management,work schedule management / shift scheduling,general,admin,,2026-02-18 01:13:54.18454+00
ab8918ab-7571-4480-835e-5281ec956dd6,trusted agent,key team member,general,Leadership,,2026-02-18 14:03:12.64537+00
abb18535-a9ee-4889-a31a-6e3ad290c5c2,conducted ORI preparation,prepared organization for major readiness inspection,usaf,compliance,,2026-02-15 17:48:35.249974+00
ac14099f-ef3d-41bb-9087-3293f059ea52,fostered a culture of excellence,cultivated a high-performance work environment,general,Leadership,,2026-02-18 14:03:12.64537+00
ac1e2df1-31d0-4007-ac4d-80fbda794a39,served on promotion board,served on promotion selection committee,army,admin,,2026-02-15 17:48:35.249974+00
ac39d586-67c8-4f21-85d5-f99b1b7a0b2b,OPTAR,operating target or department budget allocation,navy,Equipment,,2026-02-18 14:03:12.64537+00
ac46bfa0-4736-4de4-9faf-b95538060620,check in/check out,in-process and out-process,general,Admin,,2026-02-18 14:03:12.64537+00
ac5ee9ac-bc35-4233-b5cb-407ecbeb5796,ESWS qualified,earned enlisted surface warfare specialist certification,navy,Training,,2026-02-18 14:03:12.64537+00
ac8ac3bd-e272-4b92-9e8a-704cdf980004,officer record brief,professional profile / executive summary,general,admin,,2026-02-18 01:13:54.18454+00
ace0f684-88d3-404d-af8b-69dd8a01fc06,prime power operations,large-scale power generation / electrical utility management,general,engineering,,2026-02-18 01:13:54.18454+00
ad0c212c-4512-4539-a9bf-5a213577e2a1,interagency coordination,cross-organizational coordination,general,Operations,,2026-02-18 14:03:12.64537+00
ad1e5bb2-198a-4cfb-8e63-46f87ac91527,property book,organizational property accountability record,army,Equipment,,2026-02-18 14:03:12.64537+00
ad7f006a-5d07-4bd9-8bce-083b66ca0482,humanitarian assistance,disaster relief and humanitarian aid,general,Operations,,2026-02-18 14:03:12.64537+00
adb4dfdc-7a11-4468-944e-847ac713c406,assumed duties in the absence of,served as acting manager during absence of,general,leadership,,2026-02-18 01:13:54.18454+00
addef67a-292f-42ee-9ad9-c4cff7dabe6b,direct report to,direct report to,general,leadership,,2026-02-15 17:47:32.616746+00
ae68b0b0-5a3f-4e95-84c7-056169d88192,on point,consistently accurate and reliable,general,Performance,,2026-02-18 14:03:12.64537+00
ae6ffdd7-c901-4929-b976-abc079e7d182,SIQ,on bed rest per medical order,navy,Medical,,2026-02-18 14:03:12.64537+00
ae930685-5761-41f6-a864-05bbabc60c67,conducted inventory,performed inventory audit,general,logistics,,2026-02-15 17:47:32.616746+00
aebe3aae-d682-4fa8-9632-5ce1dc742ae9,promote ahead of peers,recommended for early promotion over contemporaries,general,performance,,2026-02-15 17:48:35.249974+00
aec791e7-1310-4f63-af4c-5c056119b0e5,awarded Army Achievement Medal,received organizational achievement award,army,admin,,2026-02-15 17:47:32.616746+00
af452a68-8c9d-4c28-9692-9c61667b6c0e,TA approved,approved for employer-funded education,general,Training,,2026-02-18 14:03:12.64537+00
af56b53a-249a-4540-9100-7bc0ce7fdafa,orders,assignment documentation,general,Admin,,2026-02-18 14:03:12.64537+00
af6a56b3-8455-4e2d-ab15-b8c6e2f0a559,counter-insurgency operations,complex security and stabilization operations,general,operations,,2026-02-18 01:13:54.18454+00
af995769-fd12-4a94-b180-f66cb0b7cb27,instructor qualified,certified as professional instructor,general,training,,2026-02-15 17:48:35.249974+00
afac520e-37d0-4728-81fb-b7fb0828bc46,say again,please repeat for clarification,general,Communication,,2026-02-18 14:03:12.64537+00
afd11895-7a6f-4edf-8dec-e89fd67f337a,classified material handling,sensitive document management / confidential records handling,general,admin,,2026-02-18 01:13:54.18454+00
afe42965-65c3-4448-b35d-ad823820ba6b,by the numbers,following standard procedures step by step,general,Communication,,2026-02-18 14:03:12.64537+00
b0157e07-cce9-4875-9e5a-22da65e242b0,back on track,restored to standard performance,general,Performance,,2026-02-18 14:03:12.64537+00
b081a01d-ff78-46b2-9500-8e1e607bc24d,operations order,detailed project execution plan,general,Operations,,2026-02-18 14:03:12.64537+00
b084c461-6924-48c3-ab2a-82a61fa55bef,high speed low drag,efficient and effective,general,Performance,,2026-02-18 14:03:12.64537+00
b08b3eac-54ae-4e7d-9629-2fcf8fe39d6c,profile,medical work restriction documentation,army,Medical,,2026-02-18 14:03:12.64537+00
b08ecf74-0f6f-4b7d-9c79-153fe7800864,go-to person,subject matter expert and reliable contributor,general,Leadership,,2026-02-18 14:03:12.64537+00
b0bfe16a-23fc-48c4-aac2-f758a406310a,fully mission qualified,fully certified for all operational duties,general,training,,2026-02-15 17:48:35.249974+00
b0d7a525-b421-4bd3-89d5-6f9c188f15e7,flight operations,aircraft operations / flight scheduling and execution,general,aviation,,2026-02-18 01:13:54.18454+00
b0ed10a4-b7ec-4df2-99a7-678db1bf6dd3,communications security,information security / encrypted communications management,general,comms,,2026-02-18 01:13:54.18454+00
b11179d5-1561-4d90-b431-54b903bb0819,authority to operate,security authorization / system accreditation,general,cyber,,2026-02-18 01:13:54.18454+00
b12812d9-5f2c-4153-879f-9879be28d3b9,decisive operations,primary effort / main objective operations,general,operations,,2026-02-18 01:13:54.18454+00
b14a97d4-eaec-49a4-b5db-4e091d29228a,span of control,number of direct reports / management scope,general,leadership,,2026-02-18 01:13:54.18454+00
b182dbd5-66bf-49eb-9326-7d9170b70484,Class VIII supplies,medical supplies and equipment,general,Equipment,,2026-02-18 14:03:12.64537+00
b19b2a88-9065-42fe-b242-82dc82967568,hoseman,fire suppression support operator,navy,operations,,2026-02-15 17:48:35.249974+00
b1b8211f-8949-4633-b67a-98e6b0805bfa,counseling chit,performance counseling documentation,navy,Admin,,2026-02-18 14:03:12.64537+00
b249447a-b941-4166-9ed4-20fafad89bab,guidance from above,direction from senior management,general,Communication,,2026-02-18 14:03:12.64537+00
b2f64f97-9375-44e8-8249-3d5d51ec160d,electrical safety program,electrical hazard prevention program,general,Safety,,2026-02-18 14:03:12.64537+00
b2fc93d9-4110-41d1-8f41-c44baae8d16e,served as NCOIC,served as senior noncommissioned supervisor,army,leadership,,2026-02-15 17:48:35.249974+00
b3016051-e900-4a68-ac3d-e9bda96899c2,PHA,periodic health assessment,general,Medical,,2026-02-18 14:03:12.64537+00
b3110289-7a9b-4ecd-b417-ccaba946b499,served as command sergeant major,served as senior enlisted executive advisor,army,leadership,,2026-02-15 17:48:35.249974+00
b3aa0eb8-3dd1-431d-9dab-d647d55d0413,maintained good order and discipline,maintained workplace standards and professional conduct,general,leadership,,2026-02-15 17:48:35.249974+00
b3b5c81d-8ee9-400a-bdfc-f4ef0722bbc2,dental readiness,dental health compliance status,general,Medical,,2026-02-18 14:03:12.64537+00
b470e9dc-3cb7-4ec9-a6ec-ea16254b8363,served as LPO,served as front-line team lead,navy,leadership,,2026-02-15 17:47:32.616746+00
b4a88385-cc2c-43b5-9a7f-8767ab27fe02,served as division officer,served as department manager,navy,leadership,,2026-02-15 17:47:32.616746+00
b4e5639a-5948-4347-94b1-a2d122e4d852,supported real-world operations,supported live operational missions,general,operations,,2026-02-15 17:48:35.249974+00
b527d270-ef7e-4e35-8119-2b9604e7d8b6,spot checks,quality assurance inspections,general,technical,,2026-02-15 17:47:32.616746+00
b52b7991-e702-4607-99d1-cda7e507f65f,maintained TS/SCI clearance,holds active Top Secret/SCI security clearance,general,security,,2026-02-15 17:47:32.616746+00
b53e9695-6406-4212-a3df-bc9f8998491d,decisive leadership,confident and timely decision-making,general,leadership,,2026-02-18 01:13:54.18454+00
b55e5079-37ba-49a9-843e-0fb032ac25f3,no safety violations,zero OSHA/safety violations,general,performance,,2026-02-15 17:47:32.616746+00
b5b331ba-d99b-4632-aaaf-6d0763738cb4,led from the front,led by example,general,Leadership,,2026-02-18 14:03:12.64537+00
b5dbe066-3aeb-4125-a3be-b61417ed79fa,responsible for the welfare of,accountable for the well-being of,general,Leadership,,2026-02-18 14:03:12.64537+00
b615cfbb-c70e-42cd-9951-a0d1608ae6f5,REDCON level,readiness condition level,army,Operations,,2026-02-18 14:03:12.64537+00
b65fdf3f-675f-4e39-91b2-2ff6840367ce,lesson plan author,authored instructional materials and course content,general,Training,,2026-02-18 14:03:12.64537+00
b715212d-4b00-447b-ba7b-33e59f4b4b6f,curriculum developer,designed and developed training materials,general,Training,,2026-02-18 14:03:12.64537+00
b726eb64-4423-4f3b-ac5c-64d6d36677f3,number one of all peers,top-ranked employee among all peers,general,Performance,,2026-02-18 14:03:12.64537+00
b737990b-6f59-4b73-93b9-d52f98d04c82,change of command,leadership transition / management changeover,general,admin,,2026-02-18 01:13:54.18454+00
b76a4a18-47d3-421b-a978-e44a6d502c19,PQS qualified in,professionally qualified and certified in,navy,training,,2026-02-15 17:48:35.249974+00
b7b8335f-68da-46f9-801c-a2c49da435d8,PACOM AOR,Pacific region of operations,general,Operations,,2026-02-18 14:03:12.64537+00
b81460f8-5ff6-4d0c-a5a0-1aa44147ae88,passed inspection,achieved full compliance during audit,general,compliance,,2026-02-15 17:47:32.616746+00
b8434217-e56d-4059-9049-b7c11288ff86,cyber hygiene,cybersecurity best practices / security awareness,general,cyber,,2026-02-18 01:13:54.18454+00
b85934bc-8438-480b-ac2d-9adc9c0901df,served in combat zone,served in high-risk operational environment,general,operations,,2026-02-15 17:48:35.249974+00
b866806f-acdd-4a3b-add8-5e608dd270c8,DRMO turn-in,coordinated surplus property disposal,general,logistics,,2026-02-15 17:47:32.616746+00
b91eb6c4-6460-42fa-a1b7-a445e9617769,administrative separation,involuntary termination / administrative discharge,general,admin,,2026-02-18 01:13:54.18454+00
b9573071-25bd-46ef-a01d-d54d1b64a3d2,earned air warfare designation,earned aviation operations warfare qualification,navy,training,,2026-02-15 17:48:35.249974+00
b9693b4d-f9f5-4285-8f17-b7a6d282eeeb,spot check,unannounced compliance inspection,general,Safety,,2026-02-18 14:03:12.64537+00
b969bbba-07cc-49ee-8c92-df6312174372,served on command triad,served on executive leadership team,navy,leadership,,2026-02-15 17:48:35.249974+00
b9c0438f-fa53-4e28-9486-2f8babbd651e,served as squad leader,served as team supervisor for 9-13 personnel,army,leadership,,2026-02-15 17:48:35.249974+00
b9eb5379-52e3-4c1c-a198-8e775ef39825,task organized,restructured teams for specific objectives,general,leadership,,2026-02-18 01:13:54.18454+00
b9f624a0-2ed3-4b44-9cf5-604778a14756,pass the word,disseminate information,navy,Communication,,2026-02-18 14:03:12.64537+00
b9f83e67-dbfc-4c3c-b473-7d47ae2667ea,tireless work ethic,consistently high-performing,general,Leadership,,2026-02-18 14:03:12.64537+00
ba4f1414-e0b2-4d51-82e7-493ae72fab6e,IDP on file,individual development plan documented,general,Training,,2026-02-18 14:03:12.64537+00
ba708063-c376-4663-bc00-4466b6199adf,deckplate leader,hands-on frontline leader,navy,leadership,,2026-02-17 04:35:18.795826+00
ba759439-c7f3-4968-b324-47a987e26a34,unity of effort,coordinated teamwork / aligned objectives,general,leadership,,2026-02-18 01:13:54.18454+00
bac1dd1f-56f9-4ea9-8efe-6e411c93ee5c,completed maintenance checks,completed preventive maintenance inspections,general,technical,,2026-02-15 17:47:32.616746+00
bae671e4-b85b-4a19-a91d-bcb288bae24e,pinned Chief,promoted to senior management level,navy,admin,,2026-02-15 17:48:35.249974+00
bb55499c-bfce-4cdc-8b38-8b28eaa712cb,briefed general officers,presented to C-suite executives,army,communication,,2026-02-15 17:47:32.616746+00
bbae6811-d3d8-487c-b0a5-9bf0dc313b2d,muster,accountability formation or roll call,navy,Admin,,2026-02-18 14:03:12.64537+00
bbc603e2-5556-4289-b653-31ffb219105d,medical evacuation operations,emergency patient transport / air ambulance operations,general,medical,,2026-02-18 01:13:54.18454+00
bc488654-5161-49e6-9e56-ff14e0205b5e,stood up the JOC,established the joint operations center,general,Operations,,2026-02-18 14:03:12.64537+00
bc50f505-490b-4381-b167-2bdff478e225,stood EOOW watches,supervised 24/7 engineering plant operations as shift supervisor,navy,operations,,2026-02-15 17:47:32.616746+00
bc58bfc3-a2b8-4f7c-9b0a-2473f355deae,built unit cohesion,strengthened team collaboration and morale,general,Leadership,,2026-02-18 14:03:12.64537+00
bc5cd7e2-e78f-498d-ad9f-c9b836360a42,non-judicial punishment,administrative disciplinary action,general,Admin,,2026-02-18 14:03:12.64537+00
bc6b6029-87e2-4a87-9d42-ca735cf1e2fe,all-hands call,organization-wide town hall meeting,general,Communication,,2026-02-18 14:03:12.64537+00
bca61121-ee2d-458b-86d6-3959bc065fb9,served as senior enlisted advisor,served as senior workforce advisor,general,Leadership,,2026-02-18 14:03:12.64537+00
bca9645f-dc9b-473f-84ab-dcc3910ab50e,developed lesson plans,created training curriculum / designed course materials,general,training,,2026-02-18 01:13:54.18454+00
bccb5ba3-1ae5-4d7d-9759-a75721d0668f,served as superintendent,served as senior operations superintendent,usaf,leadership,,2026-02-15 17:48:35.249974+00
bd0d1cce-3f49-4d89-9a97-03921fb9e091,served as scene leader,served as on-scene incident commander,navy,operations,,2026-02-15 17:48:35.249974+00
bd667810-a0c3-436e-9644-d83d8dd0cc68,produced intelligence estimates,produced analytical forecasts / risk assessments,general,intel,,2026-02-18 01:13:54.18454+00
bd96b9cc-3ec2-4e2d-b215-276ef901aa0d,command ombudsman,employee liaison and family support coordinator,navy,Admin,,2026-02-18 14:03:12.64537+00
bdb3c41e-dec2-493c-bd07-ce3f0102c45c,no discrepancies noted,clean audit results with no findings,general,compliance,,2026-02-15 17:47:32.616746+00
bdc8963d-ce6f-4645-86c4-c4a22c74a227,surface warfare qualified,earned surface operations professional certification,navy,Training,,2026-02-18 14:03:12.64537+00
bdeebe5e-041e-4de9-99c7-2c0eda687aff,budget execution,budget management and expenditure tracking,general,financial,,2026-02-18 01:13:54.18454+00
be01492c-66e9-4484-8981-b4b9f464b622,maintained satellite communications,managed satellite-based communications systems,general,comms,,2026-02-18 01:13:54.18454+00
be0f8e5f-a663-4a70-bc8d-28a742d4aec9,signed off,certified and approved,general,Training,,2026-02-18 14:03:12.64537+00
be435a58-c8d8-4734-b497-82b45896d867,FMC,fully mission capable or fully operational,general,Equipment,,2026-02-18 14:03:12.64537+00
be674784-7dea-4fca-8157-186ae6359d24,served as at-sea fire party member,served as emergency fire response team member,navy,operations,,2026-02-15 17:48:35.249974+00
bebadee6-4366-4824-b045-109bd0339756,Class IX supplies,repair parts and components,general,Equipment,,2026-02-18 14:03:12.64537+00
bef2d981-65d9-4d36-88a8-ea924f507ae1,signed PQS for,certified personnel qualification completion for,navy,training,,2026-02-15 17:48:35.249974+00
bf411a5a-3ab2-45d2-a572-2b23f75da4af,cross-trained,trained across multiple disciplines,general,Training,,2026-02-18 14:03:12.64537+00
bf48b3e0-97ee-4e84-927e-dc68eeb51874,fit for duty,cleared for full work duties,general,Medical,,2026-02-18 14:03:12.64537+00
bf530b86-4e58-403d-aeec-ef2a4c6e6f13,submitted SITREP,submitted status report to leadership,general,communication,,2026-02-15 17:47:32.616746+00
bf7c124d-0351-4c8f-9274-54e56f4d2309,command and control,management oversight and coordination,general,leadership,,2026-02-18 01:13:54.18454+00
bf7c41d8-5e65-4c0b-91eb-3c233ae13e86,explosive safety,explosive and ordnance safety protocols,general,Safety,,2026-02-18 14:03:12.64537+00
bfb66192-7a01-4aab-9443-82ca1e2f7e70,hand receipt,signed equipment custody document,army,Equipment,,2026-02-18 14:03:12.64537+00
bfee34fa-3050-49a9-b1bc-d970234ccc90,established battle rhythm,established recurring operational cadence,general,leadership,,2026-02-18 01:13:54.18454+00
bff10c62-137a-475c-adfd-93ec313d4caa,read ahead,pre-meeting briefing materials,general,Communication,,2026-02-18 14:03:12.64537+00
c005828d-74dc-4e74-a79b-ea1f9c2de474,confined space entry,confined space entry safety procedure,general,Safety,,2026-02-18 14:03:12.64537+00
c00ab730-6eb8-4f87-9830-6a7e66303fcf,triage operations,emergency patient prioritization / triage management,general,medical,,2026-02-18 01:13:54.18454+00
c019ead3-91a8-4439-9983-ed92a962d942,zero deficiencies,zero audit findings/deficiencies,general,compliance,,2026-02-15 17:47:32.616746+00
c0331814-7a51-4bbe-a15c-ac61b7cd6c04,service record,official personnel file,general,Admin,,2026-02-18 14:03:12.64537+00
