id,branch,military_code,military_title,civilian_titles,onet_codes,industries,key_skills,description,created_at
,usmc,0331,Machine Gunner,"[""Security Specialist"",""Weapons Instructor"",""Training Specialist""]",,"[""Security"",""Defense"",""Training""]",[],,
,navy,CM,Construction Mechanic,"[""Heavy Equipment Mechanic"",""Diesel Mechanic"",""Fleet Maintenance Manager"",""Equipment Maintenance Technician""]","[""49-3042.00""]","[""Construction"",""Transportation"",""Mining""]","[""Diesel Engines"",""Hydraulics"",""Heavy Equipment"",""Preventive Maintenance"",""Welding"",""HVAC""]",Maintains construction and automotive equipment,
,usaf,2A6X6,Aircraft Electrical and Environmental Systems,"[""Aircraft Electrician"",""Environmental Systems Technician"",""Avionics Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,army,15D,Aircraft Powertrain Repairer,"[""Aircraft Mechanic"",""Helicopter Mechanic"",""Powertrain Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usmc,2336,Explosive Ordnance Disposal Technician,"[""EOD Technician"",""Bomb Technician"",""Explosive Safety Specialist""]",,"[""Law Enforcement"",""Security"",""Defense""]",[],,
,ussf,6F0X1,Financial Management,"[""Financial Analyst"",""Accountant"",""Budget Analyst"",""Financial Manager"",""Cost Analyst""]",,"[""Finance"",""Accounting"",""Government"",""Aerospace""]",[],,
,usmc,8412,Career Retention Specialist,"[""Career Counselor"",""Retention Specialist"",""HR Specialist""]",,"[""Human Resources"",""Any Industry""]",[],,
,uscg,LAW,Legal,"[""Attorney"",""Legal Counsel"",""Compliance Officer"",""Legal Manager""]",,"[""Legal"",""Government"",""Corporate""]",[],,
,usaf,1W0X1,Weather,"[""Meteorologist"",""Weather Forecaster"",""Atmospheric Scientist"",""Broadcast Meteorologist""]",,"[""Weather Services"",""Media"",""Aviation"",""Government""]",[],,
,usmc,6336,Aircraft Electrical Systems Technician,"[""Aircraft Electrician"",""Aviation Electrician""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,1A1X1,Flight Engineer,"[""Flight Engineer"",""Aircraft Systems Operator"",""Aviation Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,1U0X1,Remotely Piloted Aircraft (RPA) Sensor Operator,"[""Drone Sensor Operator"",""UAV Operator"",""Remote Pilot"",""ISR Specialist""]",,"[""Aviation"",""Aerospace"",""Defense"",""Technology""]",[],,
,uscg,MLE,Maritime Law Enforcement Specialist,"[""Law Enforcement Officer"",""Federal Agent"",""Customs Officer"",""Security Specialist"",""Investigator""]",,"[""Law Enforcement"",""Government"",""Security""]",[],,
,uscg,GM,Gunner's Mate,"[""Weapons Specialist"",""Armorer"",""Security Specialist"",""Firearms Instructor"",""Weapons Technician""]",,"[""Security"",""Law Enforcement"",""Defense""]",[],,
,usmc,7041,Aviation Operations Specialist,"[""Air Traffic Controller"",""Flight Operations Specialist""]",,"[""Aviation"",""Transportation""]",[],,
,usaf,1W0X2,Special Operations Weather,"[""Meteorologist"",""Weather Specialist"",""Environmental Analyst""]",,"[""Weather Services"",""Defense"",""Government""]",[],,
,army,35G,Geospatial Intelligence Imagery Analyst,"[""Imagery Analyst"",""Geospatial Analyst"",""Remote Sensing Specialist"",""GIS Analyst""]",,"[""Intelligence"",""Government"",""Technology"",""Environmental""]",[],,
,usaf,1T2X1,Pararescue,"[""Paramedic"",""Search and Rescue Specialist"",""Flight Medic"",""Emergency Medical Technician""]",,"[""Emergency Services"",""Healthcare"",""Aviation"",""Security""]",[],,
,usmc,5711,"Nuclear, Biological, and Chemical Defense Specialist","[""HAZMAT Technician"",""CBRN Specialist"",""Safety Specialist""]",,"[""Environmental"",""Safety"",""Emergency Response""]",[],,
,army,88N,Transportation Management Coordinator,"[""Transportation Coordinator"",""Logistics Coordinator"",""Dispatch Supervisor"",""Traffic Manager""]",,"[""Transportation"",""Logistics"",""Supply Chain""]",[],,
,army,15N,Avionic Mechanic,"[""Avionics Technician"",""Electronics Technician"",""Instrument Technician""]",,"[""Aviation"",""Aerospace"",""Electronics""]",[],,
,usmc,1141,Electrician,"[""Electrician"",""Electrical Technician"",""Industrial Electrician""]",,"[""Construction"",""Utilities"",""Manufacturing""]",[],,
,army,15W,Unmanned Aircraft Systems Operator,"[""Drone Pilot"",""UAV Operator"",""UAS Pilot"",""Remote Pilot"",""Drone Program Manager""]",,"[""Aviation"",""Technology"",""Agriculture"",""Film"",""Surveying"",""Security""]",[],,
,usmc,7251,Air Traffic Controller,"[""Air Traffic Controller"",""ATC Specialist"",""Tower Controller""]",,"[""Aviation"",""Transportation"",""Government""]",[],,
,army,12M,Firefighter,"[""Firefighter"",""Fire Inspector"",""Fire Captain"",""Emergency Response Specialist""]",,"[""Fire Service"",""Government"",""Industrial""]",[],,
,navy,LN,Legalman,"[""Paralegal"",""Legal Assistant"",""Legal Administrator"",""Court Reporter"",""Compliance Specialist""]","[""23-2011.00""]","[""Legal"",""Government"",""Corporate""]","[""Legal Research"",""Court Reporting"",""UCMJ"",""Administrative Law"",""Document Preparation"",""Legal Administration""]",Performs legal and administrative duties,
,usaf,4Y0X1,Dental Assistant,"[""Dental Assistant"",""Dental Hygienist"",""Dental Technician""]",,"[""Healthcare"",""Dental""]",[],,
,usaf,1A3X1,Airborne Mission Systems Specialist,"[""Mission Systems Operator"",""Avionics Specialist"",""Electronics Technician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,army,91L,Construction Equipment Repairer,"[""Heavy Equipment Mechanic"",""Construction Equipment Technician"",""Diesel Mechanic""]",,"[""Construction"",""Mining"",""Equipment Rental""]",[],,
,army,68T,Animal Care Specialist,"[""Veterinary Technician"",""Animal Care Technician"",""Veterinary Assistant"",""Lab Animal Technician""]",,"[""Veterinary"",""Research"",""Animal Care""]",[],,
,army,68E,Dental Specialist,"[""Dental Assistant"",""Dental Hygienist"",""Dental Technician""]",,"[""Healthcare"",""Dental""]",[],,
,usmc,3051,Warehouse Clerk,"[""Warehouse Clerk"",""Stock Clerk"",""Material Handler""]",,"[""Warehousing"",""Retail"",""Logistics""]",[],,
,usaf,4V0X1,Ophthalmic,"[""Ophthalmic Technician"",""Optometric Technician"",""Eye Care Technician""]",,"[""Healthcare"",""Ophthalmology"",""Optometry""]",[],,
,usaf,3E4X1,Water and Fuel Systems Maintenance,"[""Plumber"",""Water Treatment Operator"",""Utilities Technician"",""Pipefitter""]",,"[""Utilities"",""Construction"",""Facilities""]",[],,
,usaf,1N7X1,Human Intelligence Specialist,"[""Intelligence Specialist"",""HUMINT Analyst"",""Investigator"",""Research Specialist""]",,"[""Intelligence"",""Government"",""Consulting""]",[],,
,army,92Y,Unit Supply Specialist,"[""Inventory Manager"",""Warehouse Supervisor"",""Supply Chain Coordinator"",""Procurement Specialist"",""Materials Handler""]","[""43-5071.00"",""53-7062.00"",""13-1023.00""]","[""Logistics"",""Retail"",""Manufacturing"",""Government""]","[""Inventory Management"",""GCSS-Army"",""Supply Chain"",""Property Accountability"",""Receiving"",""Distribution""]",Maintains unit supplies and equipment accountability,
,usaf,4T0X2,Histopathology,"[""Histotechnician"",""Histology Technician"",""Pathology Technician""]",,"[""Healthcare"",""Laboratories"",""Pathology""]",[],,
,usaf,2M0X1,Missile and Space Systems Electronic Maintenance,"[""Missile Systems Technician"",""Electronics Technician"",""Aerospace Electronics Technician""]",,"[""Defense"",""Aerospace"",""Electronics""]",[],,
,navy,FT,Fire Control Technician,"[""Fire Control Technician"",""Sonar Technician"",""Weapons Systems Technician"",""Electronics Technician""]",,"[""Defense"",""Aerospace"",""Electronics""]",[],,
,army,12C,Bridge Crewmember,"[""Structural Ironworker"",""Bridge Worker"",""Construction Worker"",""Heavy Equipment Operator""]",,"[""Construction"",""Infrastructure"",""Government""]",[],,
,usmc,4641,Combat Photographer,"[""Photographer"",""Photojournalist"",""Videographer""]",,"[""Media"",""News"",""Entertainment""]",[],,
,usmc,0431,Logistics/Embarkation Chief,"[""Logistics Manager"",""Supply Chain Manager"",""Distribution Manager""]",,"[""Logistics"",""Supply Chain"",""Transportation""]",[],,
,army,91C,Utilities Equipment Repairer,"[""HVAC Technician"",""Refrigeration Mechanic"",""Utilities Technician"",""Maintenance Technician""]",,"[""Facilities"",""HVAC"",""Utilities""]",[],,
,usmc,1345,Heavy Equipment Operator,"[""Heavy Equipment Operator"",""Bulldozer Operator"",""Crane Operator""]",,"[""Construction"",""Mining"",""Government""]",[],,
,usmc,2671,Middle East Cryptologic Linguist,"[""Arabic Linguist"",""Translator"",""Intelligence Analyst""]",,"[""Intelligence"",""Government"",""Translation""]",[],,
,usmc,2111,Small Arms Repairer/Technician,"[""Gunsmith"",""Armorer"",""Weapons Technician""]",,"[""Firearms"",""Security"",""Sporting Goods""]",[],,
,uscg,OS,Operations Specialist,"[""Operations Coordinator"",""Dispatcher"",""Vessel Traffic Controller"",""Radar Operator"",""Maritime Operations Specialist""]",,"[""Maritime"",""Transportation"",""Logistics"",""Government""]",[],,
,usaf,3S0X1,Personnel,"[""HR Specialist"",""Personnel Administrator"",""HR Coordinator"",""Benefits Specialist""]",,"[""Human Resources"",""Any Industry""]",[],,
,uscg,PA,Public Affairs Specialist,"[""Public Relations Specialist"",""Communications Manager"",""Media Relations Specialist"",""Marketing Specialist"",""Journalist""]",,"[""Public Relations"",""Marketing"",""Media"",""Government""]",[],,
,usaf,5R0X1,Chaplain Assistant,"[""Religious Program Coordinator"",""Administrative Assistant"",""Community Outreach Coordinator""]",,"[""Religious Organizations"",""Non-Profit"",""Social Services""]",[],,
,army,15F,Aircraft Electrician,"[""Aircraft Electrician"",""Avionics Technician"",""Aviation Electrician""]",,"[""Aviation"",""Aerospace""]",[],,
,army,13R,Field Artillery Firefinder Radar Operator,"[""Radar Technician"",""Electronics Technician"",""Surveillance Operator""]",,"[""Defense"",""Aviation"",""Security""]",[],,
,army,68A,Biomedical Equipment Specialist,"[""Biomedical Equipment Technician"",""Medical Equipment Technician"",""Clinical Engineer"",""BMET""]",,"[""Healthcare"",""Medical Device"",""Hospitals""]",[],,
,army,25V,Combat Documentation/Production Specialist,"[""Videographer"",""Camera Operator"",""Video Producer"",""Documentary Filmmaker""]",,"[""Media"",""Entertainment"",""Marketing"",""News""]",[],,
,usaf,2A7X2,Nondestructive Inspection,"[""NDI Technician"",""NDT Inspector"",""Quality Inspector"",""Aircraft Inspector""]",,"[""Aviation"",""Aerospace"",""Manufacturing"",""Oil & Gas""]",[],,
,usmc,6116,Tiltrotor Mechanic MV-22,"[""Tiltrotor Mechanic"",""Aircraft Mechanic"",""Aviation Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usmc,1833,Amphibious Assault Vehicle Crewman,"[""Vehicle Operator"",""Equipment Operator"",""Marine Operator""]",,"[""Transportation"",""Marine""]",[],,
,usmc,7051,Aircraft Rescue and Firefighting Specialist,"[""Aircraft Rescue Firefighter"",""ARFF Specialist"",""Fire Captain""]",,"[""Fire Service"",""Aviation"",""Government""]",[],,
,usmc,0411,Maintenance Management Specialist,"[""Maintenance Manager"",""Production Planner"",""Operations Supervisor""]",,"[""Manufacturing"",""Logistics"",""Facilities""]",[],,
,usmc,2311,Ammunition Technician,"[""Ammunition Handler"",""Ordnance Specialist"",""Warehouse Specialist""]",,"[""Defense"",""Security"",""Warehousing""]",[],,
,army,35P,Cryptologic Linguist,"[""Linguist"",""Translator"",""Interpreter"",""Foreign Language Analyst"",""Intelligence Analyst""]",,"[""Intelligence"",""Government"",""Translation Services"",""International Business""]",[],,
,army,92F,Petroleum Supply Specialist,"[""Fuel Handler"",""Petroleum Technician"",""Fuel Distribution Specialist"",""Terminal Operator""]",,"[""Oil & Gas"",""Transportation"",""Utilities""]",[],,
,usaf,4B0X1,Bioenvironmental Engineering,"[""Environmental Health Specialist"",""Industrial Hygienist"",""Safety Specialist"",""Environmental Technician""]",,"[""Environmental"",""Healthcare"",""Government"",""Industrial""]",[],,
,usaf,1C6X1,Space Systems Operations,"[""Satellite Operator"",""Space Systems Analyst"",""Mission Operations Specialist"",""Spacecraft Controller""]",,"[""Aerospace"",""Space"",""Defense"",""Telecommunications""]",[],,
,navy,MU,Musician,"[""Professional Musician"",""Music Director"",""Band Director"",""Music Teacher"",""Audio Engineer""]",,"[""Entertainment"",""Education"",""Media""]",[],,
,usmc,6212,Fixed-Wing Aircraft Mechanic,"[""Aircraft Mechanic"",""A&P Mechanic"",""Aviation Maintenance Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,1C7X1,Airfield Management,"[""Airport Operations Manager"",""Airfield Manager"",""Aviation Operations Coordinator"",""Airport Director""]",,"[""Aviation"",""Transportation"",""Government""]",[],,
,usmc,7234,Air Control Electronics Operator,"[""Air Traffic Controller"",""Radar Operator""]",,"[""Aviation"",""Defense""]",[],,
,army,12Y,Geospatial Engineer,"[""GIS Specialist"",""Cartographer"",""Geospatial Analyst"",""Survey Technician""]",,"[""Government"",""Technology"",""Engineering"",""Environmental""]",[],,
,army,46S,Public Affairs Specialist,"[""Public Relations Specialist"",""Communications Manager"",""Media Relations Specialist"",""Press Secretary""]",,"[""Public Relations"",""Marketing"",""Government"",""Corporate Communications""]",[],,
,army,15P,Aviation Operations Specialist,"[""Flight Operations Coordinator"",""Aviation Dispatcher"",""Operations Specialist""]",,"[""Aviation"",""Transportation"",""Logistics""]",[],,
,usaf,2T3X1,Vehicle Maintenance,"[""Automotive Technician"",""Fleet Mechanic"",""Diesel Technician"",""Service Manager""]",,"[""Automotive"",""Transportation"",""Fleet Management""]",[],,
,army,91H,Track Vehicle Repairer,"[""Heavy Equipment Mechanic"",""Track Equipment Technician"",""Mining Equipment Mechanic""]",,"[""Mining"",""Construction"",""Agriculture""]",[],,
,usmc,2862,Electronics Maintenance Technician,"[""Electronics Technician"",""Maintenance Technician"",""Field Service Technician""]",,"[""Electronics"",""Manufacturing""]",[],,
,usaf,2P0X1,Precision Measurement Equipment Laboratory,"[""Calibration Technician"",""Metrology Technician"",""PMEL Technician"",""Quality Technician""]",,"[""Manufacturing"",""Aerospace"",""Defense"",""Quality Control""]",[],,
,navy,NC,Navy Counselor,"[""Career Counselor"",""Recruiter"",""HR Specialist"",""Training Coordinator"",""Talent Acquisition Specialist""]",,"[""Human Resources"",""Staffing"",""Education"",""Government""]",[],,
,uscg,OPS,Operations,"[""Operations Manager"",""Program Manager"",""Director of Operations"",""General Manager""]",,"[""Any Industry"",""Maritime"",""Logistics""]",[],,
,usmc,6314,Unmanned Aircraft System Avionics Technician,"[""UAS Technician"",""Drone Technician"",""Avionics Technician""]",,"[""Aviation"",""Aerospace"",""Technology""]",[],,
,army,25U,Signal Support Systems Specialist,"[""IT Support Specialist"",""Communications Technician"",""Network Technician"",""Field Service Technician""]",,"[""Technology"",""Telecommunications""]",[],,
,army,35N,Signals Intelligence Analyst,"[""SIGINT Analyst"",""Signals Analyst"",""Communications Analyst"",""Cybersecurity Analyst""]",,"[""Intelligence"",""Defense"",""Technology""]",[],,
,usmc,6423,Aviation Operations Specialist,"[""Flight Operations Coordinator"",""Aviation Dispatcher""]",,"[""Aviation"",""Transportation""]",[],,
,army,91M,Bradley Fighting Vehicle System Maintainer,"[""Heavy Equipment Mechanic"",""Armored Vehicle Technician"",""Diesel Mechanic""]",,"[""Defense"",""Mining"",""Construction""]",[],,
,army,19D,Cavalry Scout,"[""Security Specialist"",""Surveillance Specialist"",""Security Consultant"",""Reconnaissance Specialist""]",,"[""Security"",""Law Enforcement"",""Defense""]",[],,
,army,25D,Cyber Network Defender,"[""Cybersecurity Analyst"",""Network Security Engineer"",""SOC Analyst"",""Information Security Analyst""]",,"[""Technology"",""Finance"",""Government"",""Defense""]",[],,
,usaf,1N4X1,Fusion Analyst,"[""Fusion Analyst"",""Intelligence Analyst"",""Data Analyst"",""Threat Analyst""]",,"[""Intelligence"",""Defense"",""Technology"",""Finance""]",[],,
,usaf,1C3X1,Command Post,"[""Emergency Operations Coordinator"",""Dispatch Supervisor"",""Command Center Operator"",""Operations Center Manager""]",,"[""Emergency Services"",""Government"",""Security"",""Utilities""]",[],,
,usaf,1C5X1,Aerospace Control and Warning Systems,"[""Radar Operator"",""Aerospace Surveillance Operator"",""Air Defense Operator""]",,"[""Defense"",""Aviation"",""Aerospace""]",[],,
,Army,35A,Military Intelligence Officer,Intelligence Officer; Intelligence Manager; Threat Intelligence Lead; Security Analyst (Intelligence),,,Intelligence Analysis; Threat Assessment; Briefing & Reporting; Operational Planning; Stakeholder Communication,"Leads intelligence planning and analysis, integrating multi-source information to produce actionable assessments and briefings for senior decision-makers.",
,Army,35D,All-Source Intelligence Officer,All-Source Intelligence Officer; Intelligence Analyst (All-Source); Fusion Analyst; Threat Intelligence Manager,,,All-Source Analysis; Data Fusion; Risk Assessment; Reporting; Collection Management,"Integrates information from multiple intelligence disciplines to identify risks and trends, producing decision-ready reports and operational recommendations.",
,Army,35E,Counterintelligence Officer,Counterintelligence Officer; Risk & Threat Analyst; Insider Threat Program Lead; Security Intelligence Manager,,,Counterintelligence; Insider Threat; Investigations Support; Risk Management; Compliance,"Manages counterintelligence activities to reduce organizational exposure, supporting investigations and implementing risk controls for sensitive operations.",
,Army,35B,Intelligence Analyst (Legacy),Intelligence Analyst; Operations Analyst; Threat Analyst,,,Intelligence Analysis; Briefing; Reporting; Trend Analysis,"Analyzes operational and intelligence information, producing reports and briefings that support planning and risk-informed decisions.",
,Army,35C,Human Intelligence Collector (Legacy),Human Intelligence Analyst; Collection Specialist; Field Interviewer (Investigations Support),,,Interviewing; Reporting; Information Collection; Ethics & Compliance,Collects and documents information through structured interactions and reporting processes in support of operational risk assessments.,
,Army,35Q,Cryptologic Network Warfare Specialist (Legacy),Cyber Threat Analyst; Cybersecurity Analyst; Network Defense Specialist,,,Cybersecurity; Network Defense; Threat Detection; Incident Response,"Performs defensive cyber operations and threat analysis to identify indicators, support remediation, and improve security posture.",
,Army,35K,Signals Intelligence Analyst (Legacy),Signals Intelligence Analyst; Communications Analyst; Threat Analyst,,,SIGINT; Analysis; Reporting; Pattern Recognition,Analyzes communications-derived data to identify indicators and produce actionable assessments for stakeholders.,
,Army,35R,Electronic Warfare Specialist (Legacy),Electronic Warfare Specialist; Spectrum Operations Analyst; Signals Operations Specialist,,,Spectrum Management; Electronic Systems; Analysis; Operational Support,"Supports spectrum and electronic systems operations, analyzing activity and producing recommendations that protect mission-critical communications.",
,Army,35Z,Senior Intelligence Supervisor (Legacy),Senior Intelligence Supervisor; Intelligence Operations Manager; Intelligence Program Manager,,,Leadership; Operations Management; Training; Quality Assurance; Briefing,"Supervises intelligence teams and workflows, ensuring quality outputs, readiness standards, and effective coordination with leadership and partners.",
,Navy,CWT,Cyber Warfare Technician (formerly CTN),Cybersecurity Analyst; SOC Analyst; Threat Hunter; Incident Response Analyst,,Cybersecurity; Defense; IT Services,Cybersecurity; Threat Detection; Incident Response; Scripting/Automation; Network Security,"Conducts defensive cyber operations, threat detection, and incident response activities to protect networks and improve cybersecurity posture.",
,Coast Guard,OS,Operations Specialist,"[""Operations Specialist"",""Command Center Operator"",""Maritime Operations Coordinator""]",,"[""Public Safety"",""Maritime"",""Government""]","[""Operations Management"",""Incident Response"",""Situational Awareness"",""Communications"",""Reporting""]","Monitors maritime operations, coordinates communications, tracks incidents, and supports operational decision-making in a command center environment.",
,Coast Guard,IT,Information Systems Technician,"[""IT Support Specialist"",""Systems Administrator"",""Network Support Technician""]",,"[""Information Technology"",""Government"",""Maritime""]","[""IT Support"",""Systems Administration"",""Networking"",""Cybersecurity Basics"",""Troubleshooting""]","Provides enterprise IT support, administers accounts and systems, troubleshoots outages, and maintains secure and reliable services for users.",
,Coast Guard,MK,Machinery Technician,"[""Maintenance Technician"",""Industrial Mechanic"",""Mechanical Technician""]",,"[""Manufacturing"",""Maritime"",""Facilities""]","[""Preventive Maintenance"",""Troubleshooting"",""Mechanical Systems"",""Safety Compliance"",""Repairs""]","Maintains and repairs propulsion and auxiliary machinery, executing preventive and corrective maintenance to maximize equipment availability and safety.",
,Coast Guard,EM,Electrician's Mate,"[""Electrical Technician"",""Industrial Electrician"",""Electrical Maintenance Technician""]",,"[""Utilities"",""Manufacturing"",""Maritime""]","[""Electrical Systems"",""Preventive Maintenance"",""Troubleshooting"",""Safety Compliance"",""Repairs""]","Installs, maintains, and repairs electrical systems; diagnoses faults and restores service to support safe and reliable operations.",
,Coast Guard,HS,Health Services Technician,"[""Medical Assistant"",""Clinical Support Specialist"",""Healthcare Technician""]",,"[""Healthcare"",""Public Health"",""Government""]","[""Patient Care"",""Medical Administration"",""Triage"",""HIPAA/Privacy"",""Recordkeeping""]","Provides clinical support, patient care assistance, and medical administration to maintain health readiness and quality-of-care standards.",
,Coast Guard,SK,Storekeeper,"[""Supply Specialist"",""Procurement Specialist"",""Inventory Control Specialist""]",,"[""Logistics"",""Government"",""Maritime""]","[""Inventory Management"",""Procurement"",""Logistics"",""Accountability"",""Vendor Coordination""]","Manages procurement and inventory, processes requisitions, tracks assets, and ensures timely distribution of supplies to support operations.",
,Coast Guard,BM,Boatswain's Mate,"[""Operations Supervisor"",""Maritime Deck Supervisor"",""Field Operations Lead""]",,"[""Maritime"",""Public Safety"",""Government""]","[""Team Leadership"",""Operations"",""Safety"",""Training"",""Seamanship""]","Leads deck operations and maritime missions; supervises small teams, enforces safety standards, and supports mission execution on cutters and small boats.",
,Coast Guard,ME,Maritime Enforcement Specialist,"[""Security Specialist"",""Law Enforcement Officer"",""Protective Services Specialist""]",,"[""Public Safety"",""Security"",""Government""]","[""Security Operations"",""Law Enforcement"",""Incident Response"",""Risk Assessment"",""Compliance""]","Conducts maritime law enforcement and security operations, performs boardings/inspections, and supports incident response and risk mitigation.",
,Army,35V,SIGINT Voice Interceptor (legacy),"[""Signals Intelligence Analyst"",""Language Analyst"",""Threat Analyst""]",,"[""Government"",""Defense"",""Intelligence""]","[""Signals Analysis"",""Listening/Transcription"",""Reporting"",""Attention to Detail"",""Operational Support""]",Performs voice interception and reporting functions to support intelligence analysis (legacy MOS code).,
,Army,35W,Military Intelligence Linguist (legacy),"[""Linguist"",""Language Analyst"",""Intelligence Analyst""]",,"[""Government"",""Defense"",""Intelligence""]","[""Translation"",""Analysis"",""Reporting"",""Cultural Awareness"",""Attention to Detail""]",Provides language-enabled analysis and reporting to improve accuracy and usefulness of intelligence products (legacy MOS code).,
,Army,35Y,Counterintelligence Agent (legacy),"[""Security Analyst"",""Risk Analyst"",""Investigations Support""]",,"[""Government"",""Defense"",""Intelligence""]","[""Threat Assessment"",""Investigations Support"",""Reporting"",""Risk Management"",""Compliance""]","Supports counterintelligence activities through information gathering, reporting, and risk reduction (legacy MOS code).",
